 -20.00 	 -1.18 
 -19.99 	 -1.08 
 -19.98 	 -0.97 
 -19.97 	 -0.87 
 -19.96 	 -0.76 
 -19.95 	 -0.65 
 -19.94 	 -0.53 
 -19.93 	 -0.42 
 -19.92 	 -0.30 
 -19.91 	 -0.18 
 -19.90 	 -0.06 
 -19.89 	  0.06 
 -19.88 	  0.18 
 -19.87 	  0.30 
 -19.86 	  0.42 
 -19.85 	  0.54 
 -19.84 	  0.65 
 -19.83 	  0.76 
 -19.82 	  0.87 
 -19.81 	  0.98 
 -19.80 	  1.08 
 -19.79 	  1.18 
 -19.78 	  1.27 
 -19.77 	  1.36 
 -19.76 	  1.45 
 -19.75 	  1.53 
 -19.74 	  1.60 
 -19.73 	  1.67 
 -19.72 	  1.74 
 -19.71 	  1.79 
 -19.70 	  1.84 
 -19.69 	  1.89 
 -19.68 	  1.92 
 -19.67 	  1.95 
 -19.66 	  1.97 
 -19.65 	  1.99 
 -19.64 	  2.00 
 -19.63 	  2.00 
 -19.62 	  1.99 
 -19.61 	  1.98 
 -19.60 	  1.96 
 -19.59 	  1.93 
 -19.58 	  1.90 
 -19.57 	  1.86 
 -19.56 	  1.81 
 -19.55 	  1.75 
 -19.54 	  1.69 
 -19.53 	  1.63 
 -19.52 	  1.55 
 -19.51 	  1.48 
 -19.50 	  1.39 
 -19.49 	  1.30 
 -19.48 	  1.21 
 -19.47 	  1.11 
 -19.46 	  1.01 
 -19.45 	  0.91 
 -19.44 	  0.80 
 -19.43 	  0.69 
 -19.42 	  0.57 
 -19.41 	  0.46 
 -19.40 	  0.34 
 -19.39 	  0.22 
 -19.38 	  0.10 
 -19.37 	 -0.02 
 -19.36 	 -0.14 
 -19.35 	 -0.26 
 -19.34 	 -0.38 
 -19.33 	 -0.49 
 -19.32 	 -0.61 
 -19.31 	 -0.72 
 -19.30 	 -0.83 
 -19.29 	 -0.94 
 -19.28 	 -1.04 
 -19.27 	 -1.14 
 -19.26 	 -1.24 
 -19.25 	 -1.33 
 -19.24 	 -1.42 
 -19.23 	 -1.50 
 -19.22 	 -1.58 
 -19.21 	 -1.65 
 -19.20 	 -1.71 
 -19.19 	 -1.77 
 -19.18 	 -1.83 
 -19.17 	 -1.87 
 -19.16 	 -1.91 
 -19.15 	 -1.94 
