 -20.00 	  0.09 
 -19.99 	  0.09 
 -19.98 	  0.09 
 -19.97 	  0.09 
 -19.96 	  0.09 
 -19.95 	  0.09 
 -19.94 	  0.09 
 -19.93 	  0.09 
 -19.92 	  0.09 
 -19.91 	  0.09 
 -19.90 	  0.09 
 -19.89 	  0.09 
 -19.88 	  0.09 
 -19.87 	  0.09 
 -19.86 	  0.09 
 -19.85 	  0.08 
 -19.84 	  0.08 
 -19.83 	  0.08 
 -19.82 	  0.08 
 -19.81 	  0.08 
 -19.80 	  0.08 
 -19.79 	  0.08 
 -19.78 	  0.08 
 -19.77 	  0.08 
 -19.76 	  0.08 
 -19.75 	  0.08 
 -19.74 	  0.08 
 -19.73 	  0.08 
 -19.72 	  0.08 
 -19.71 	  0.08 
 -19.70 	  0.08 
 -19.69 	  0.08 
 -19.68 	  0.08 
 -19.67 	  0.07 
 -19.66 	  0.07 
 -19.65 	  0.07 
 -19.64 	  0.07 
 -19.63 	  0.07 
 -19.62 	  0.07 
 -19.61 	  0.07 
 -19.60 	  0.07 
 -19.59 	  0.07 
 -19.58 	  0.07 
 -19.57 	  0.07 
 -19.56 	  0.07 
 -19.55 	  0.07 
 -19.54 	  0.07 
 -19.53 	  0.06 
 -19.52 	  0.06 
 -19.51 	  0.06 
 -19.50 	  0.06 
 -19.49 	  0.06 
 -19.48 	  0.06 
 -19.47 	  0.06 
 -19.46 	  0.06 
 -19.45 	  0.06 
 -19.44 	  0.06 
 -19.43 	  0.06 
 -19.42 	  0.06 
 -19.41 	  0.05 
 -19.40 	  0.05 
 -19.39 	  0.05 
 -19.38 	  0.05 
 -19.37 	  0.05 
 -19.36 	  0.05 
 -19.35 	  0.05 
 -19.34 	  0.05 
 -19.33 	  0.05 
 -19.32 	  0.05 
 -19.31 	  0.05 
 -19.30 	  0.05 
 -19.29 	  0.04 
 -19.28 	  0.04 
 -19.27 	  0.04 
 -19.26 	  0.04 
 -19.25 	  0.04 
 -19.24 	  0.04 
 -19.23 	  0.04 
 -19.22 	  0.04 
 -19.21 	  0.04 
 -19.20 	  0.04 
 -19.19 	  0.03 
 -19.18 	  0.03 
 -19.17 	  0.03 
 -19.16 	  0.03 
 -19.15 	  0.03 
 -19.14 	  0.03 
 -19.13 	  0.03 
 -19.12 	  0.03 
 -19.11 	  0.03 
 -19.10 	  0.03 
 -19.09 	  0.02 
 -19.08 	  0.02 
 -19.07 	  0.02 
 -19.06 	  0.02 
 -19.05 	  0.02 
 -19.04 	  0.02 
 -19.03 	  0.02 
 -19.02 	  0.02 
 -19.01 	  0.02 
 -19.00 	  0.02 
 -18.99 	  0.01 
 -18.98 	  0.01 
 -18.97 	  0.01 
 -18.96 	  0.01 
 -18.95 	  0.01 
 -18.94 	  0.01 
 -18.93 	  0.01 
 -18.92 	  0.01 
 -18.91 	  0.01 
 -18.90 	  0.01 
 -18.89 	  0.00 
 -18.88 	  0.00 
 -18.87 	  0.00 
 -18.86 	  0.00 
 -18.85 	  0.00 
 -18.84 	 -0.00 
 -18.83 	 -0.00 
 -18.82 	 -0.00 
 -18.81 	 -0.00 
 -18.80 	 -0.01 
 -18.79 	 -0.01 
 -18.78 	 -0.01 
 -18.77 	 -0.01 
 -18.76 	 -0.01 
 -18.75 	 -0.01 
 -18.74 	 -0.01 
 -18.73 	 -0.01 
 -18.72 	 -0.01 
 -18.71 	 -0.01 
 -18.70 	 -0.02 
 -18.69 	 -0.02 
 -18.68 	 -0.02 
 -18.67 	 -0.02 
 -18.66 	 -0.02 
 -18.65 	 -0.02 
 -18.64 	 -0.02 
 -18.63 	 -0.02 
 -18.62 	 -0.02 
